sample	celltype
E12_hOrg37d	ventral progenitor
E2_hOrg35d	ventral progenitor
E2_hOrg37d	Unknown
E2_hOrg41d	Unknown
E2_hOrg65d	neuron
E3_hOrg35d	ventral progenitor
E3_hOrg37d	dosal cortex progenitor
E3_hOrg41d	mesenchyme
E3_hOrg65d	Unknown
E4_hOrg35d	ventral progenitor
E4_hOrg41d	Unknown
E4_hOrg65d	dosal cortex progenitor
E5_hOrg35d	ventral progenitor
E5_hOrg37d	ventral progenitor
E5_hOrg65d	Unknown
E6_hOrg35d	ventral progenitor
E6_hOrg37d	ventral progenitor
E6_hOrg41d	dosal cortex progenitor
E7_hOrg35d	ventral progenitor
E7_hOrg37d	ventral progenitor
E7_hOrg41d	mesenchyme
E8_hOrg35d	ventral progenitor
E8_hOrg37d	ventral progenitor
E8_hOrg65d	neuron
E9_hOrg35d	ventral progenitor
E9_hOrg37d	ventral progenitor
E9_hOrg41d	mesenchyme
E9_hOrg65d	Unknown
F1_hOrg41d	dosal cortex neuron
F10_hOrg35d	ventral progenitor
F10_hOrg37d	ventral progenitor
F10_hOrg41d	mesenchyme
F10_hOrg65d	Unknown
F11_hOrg35d	ventral progenitor
F11_hOrg37d	Unknown
F11_hOrg41d	mesenchyme
F11_hOrg65d	Unknown
F12_hOrg35d	ventral progenitor
F12_hOrg37d	ventral progenitor
F12_hOrg41d	Unknown
F12_hOrg65d	Unknown
F2_hOrg35d	ventral progenitor
F2_hOrg37d	Unknown
F2_hOrg41d	Unknown
F2_hOrg65d	Unknown
F3_hOrg35d	ventral progenitor
F3_hOrg37d	ventral progenitor
F3_hOrg41d	Unknown
F3_hOrg65d	Unknown
F4_hOrg35d	ventral progenitor
F4_hOrg37d	ventral progenitor
F4_hOrg41d	dosal cortex progenitor
F4_hOrg65d	dosal cortex neuron
F5_hOrg35d	ventral progenitor
F5_hOrg37d	Unknown
F5_hOrg65d	Unknown
F6_hOrg35d	ventral progenitor
F6_hOrg41d	Unknown
F7_hOrg35d	ventral progenitor
F7_hOrg37d	ventral progenitor
F7_hOrg41d	dosal cortex progenitor
F7_hOrg65d	Unknown
F8_hOrg35d	ventral progenitor
F8_hOrg41d	mesenchyme
F8_hOrg65d	Unknown
F9_hOrg35d	ventral progenitor
F9_hOrg37d	neuron
F9_hOrg41d	ventral progenitor
F9_hOrg65d	Unknown
G1_hOrg41d	mesenchyme
G1_hOrg65d	neuron
G10_hOrg37d	ventral progenitor
G10_hOrg41d	Unknown
G10_hOrg65d	Unknown
G11_hOrg37d	Unknown
G11_hOrg41d	dosal cortex progenitor
G11_hOrg65d	dosal cortex progenitor
G12_hOrg37d	Unknown
G12_hOrg41d	dosal cortex progenitor
G12_hOrg65d	neuron
G2_hOrg37d	ventral progenitor
G2_hOrg65d	dosal cortex neuron
G3_hOrg37d	Unknown
G3_hOrg41d	mesenchyme
G4_hOrg41d	Unknown
G4_hOrg65d	Unknown
G5_hOrg37d	ventral progenitor
G5_hOrg41d	Unknown
G5_hOrg65d	neuron
G6_hOrg65d	neuron
G7_hOrg41d	ventral progenitor
G7_hOrg65d	neuron
G8_hOrg41d	Unknown
G8_hOrg65d	ventral progenitor
G9_hOrg37d	Unknown
G9_hOrg41d	dosal cortex neuron
G9_hOrg65d	Unknown
H1_hOrg65d	Unknown
H10_hOrg37d	Unknown
H10_hOrg41d	dosal cortex progenitor
H11_hOrg37d	ventral progenitor
H11_hOrg65d	Unknown
H12_hOrg37d	neuron
H12_hOrg65d	Unknown
H2_hOrg41d	mesenchyme
H3_hOrg37d	Unknown
H3_hOrg41d	mesenchyme
H3_hOrg65d	neuron
H4_hOrg37d	Unknown
H4_hOrg41d	dosal cortex progenitor
H4_hOrg65d	neuron
H6_hOrg65d	Unknown
H7_hOrg37d	ventral progenitor
H7_hOrg41d	mesenchyme
H7_hOrg65d	mesenchyme
H8_hOrg37d	ventral progenitor
H8_hOrg41d	mesenchyme
H9_hOrg65d	Unknown
