sample	celltype
X1772075304_G12	astrocytes
X1772075305_D12	astrocytes
X1772092012_D03	astrocytes
X1772092011_C11	astrocytes
X1772089195_B11	astrocytes
X1772089190_C01	astrocytes
X1772096131_H06	astrocytes
X1772089195_G10	astrocytes
X1772096171_G04	astrocytes
X1772078018_E06	astrocytes
X1772089187_F05	astrocytes
X1772092013_B08	astrocytes
X1772092005_B11	astrocytes
X1772092008_E06	astrocytes
X1772089190_H10	astrocytes
X1772078022_B12	astrocytes
X1772089188_D02	astrocytes
X1772089190_C11	astrocytes
X1772078018_H05	astrocytes
X1772078017_G09	astrocytes
X1772078016_H05	astrocytes
X1772089196_E02	astrocytes
X1772089190_F06	astrocytes
X1772092005_A05	astrocytes
X1772092012_F10	astrocytes
X1772096136_G06	astrocytes
X1772089187_C04	astrocytes
X1772096139_C07	astrocytes
X1772075317_H06	astrocytes
X1772096134_F04	astrocytes
X1772089190_C02	astrocytes
X1772092008_C12	astrocytes
X1772089188_D06	astrocytes
X1772089188_E10	astrocytes
X1772089188_G11	astrocytes
X1772075304_H02	astrocytes
X1772089187_A06	astrocytes
X1772092012_B03	astrocytes
X1772092012_H10	astrocytes
X1772092013_G06	astrocytes
X1772092004_B09	astrocytes
X1772092005_H06	astrocytes
X1772089186_C11	astrocytes
X1772089194_G09	astrocytes
X1772096134_D04	astrocytes
X1772096173_C04	astrocytes
X1772096145_G05	astrocytes
X1772096145_B05	astrocytes
X1772096171_A02	astrocytes
X1772078028_A09	astrocytes
X1772096172_B06	astrocytes
X1772089188_G12	astrocytes
X1772096133_H12	astrocytes
X1772075304_B01	astrocytes
X1772096144_E01	astrocytes
X1772078017_D06	astrocytes
X1772096140_H05	astrocytes
X1772096173_D10	astrocytes
X1772089190_E03	astrocytes
X1772089190_A02	astrocytes
X1772089188_E05	astrocytes
X1772096131_F06	astrocytes
X1772075305_E11	astrocytes
X1772078023_H10	astrocytes
X1772089186_H06	astrocytes
X1772089187_H06	astrocytes
X1772075304_B05	astrocytes
X1772096103_A04	astrocytes
X1772078028_E08	astrocytes
X1772096140_B10	astrocytes
X1772075317_E01	astrocytes
X1772075317_A03	astrocytes
X1772075317_A04	astrocytes
X1772075317_F05	astrocytes
X1772075304_D04	astrocytes
X1772075310_C01	astrocytes
X1772075310_G06	astrocytes
X1772078014_C06	astrocytes
X1772078014_E10	astrocytes
X1772078016_G04	astrocytes
X1772078017_B01	astrocytes
X1772078019_A04	astrocytes
X1772078019_A05	astrocytes
X1772092012_G06	astrocytes
X1772092012_E08	astrocytes
X1772089194_B09	astrocytes
X1772089195_E12	astrocytes
X1772089190_B06	astrocytes
X1772089190_G11	astrocytes
X1772089187_A08	astrocytes
X1772089187_H10	astrocytes
X1772092005_B02	astrocytes
X1772092005_F03	astrocytes
X1772096126_F07	astrocytes
X1772096161_D09	astrocytes
X1772096096_D03	astrocytes
X1772096097_E04	astrocytes
X1772096099_C10	astrocytes
X1772096101_H10	astrocytes
X1772096102_E04	astrocytes
X1772096102_F04	astrocytes
X1772096102_G07	astrocytes
X1772096102_A09	astrocytes
X1772096135_A04	astrocytes
X1772096133_B03	astrocytes
X1772096133_G05	astrocytes
X1772096133_E06	astrocytes
X1772096133_C07	astrocytes
X1772096134_F05	astrocytes
X1772096136_E10	astrocytes
X1772096140_A04	astrocytes
X1772096140_G06	astrocytes
X1772096140_D10	astrocytes
X1772096144_C05	astrocytes
X1772096162_C03	astrocytes
X1772096162_E11	astrocytes
X1772096162_F11	astrocytes
X1772096165_H02	astrocytes
X1772096168_D02	astrocytes
X1772096171_F05	astrocytes
X1772096171_E12	astrocytes
X1772096172_B09	astrocytes
X1772096173_H11	astrocytes
X1772096173_F12	astrocytes
X1772096128_D01	astrocytes
X1772096128_C08	astrocytes
X1772096131_B02	astrocytes
X1772096145_F09	astrocytes
X1772096145_C10	astrocytes
X1772096145_F10	astrocytes
X1772096175_C04	astrocytes
X1772096175_C07	astrocytes
X1772096175_E10	astrocytes
X1772084020_B04	astrocytes
X1772084020_E11	astrocytes
X1772084014_H10	astrocytes
X1772084017_C01	astrocytes
X1772084021_E02	astrocytes
X1772075310_G04	astrocytes
X1772078030_D12	astrocytes
X1772078013_C02	astrocytes
X1772078018_D05	astrocytes
X1772092012_D06	astrocytes
X1772092012_G10	astrocytes
X1772092011_B09	astrocytes
X1772092011_E10	astrocytes
X1772092004_H10	astrocytes
X1772096126_C05	astrocytes
X1772096126_D06	astrocytes
X1772096100_D11	astrocytes
X1772096102_E02	astrocytes
X1772096103_G01	astrocytes
X1772096133_H11	astrocytes
X1772096138_E08	astrocytes
X1772096139_B06	astrocytes
X1772096141_G05	astrocytes
X1772096165_F04	astrocytes
X1772096168_E06	astrocytes
X1772096131_A12	astrocytes
X1772084014_B12	astrocytes
X1772078029_F05	astrocytes
X1772078029_E11	astrocytes
X1772092012_C01	astrocytes
X1772092009_D02	astrocytes
X1772092011_A09	astrocytes
X1772089188_F11	astrocytes
X1772092004_H04	astrocytes
X1772096097_C11	astrocytes
X1772096101_C09	astrocytes
X1772096102_C06	astrocytes
X1772096132_H11	astrocytes
X1772096136_H04	astrocytes
X1772096136_H11	astrocytes
X1772096165_C11	astrocytes
X1772096172_C06	astrocytes
X1772084021_C06	astrocytes
X1772058147_B12	astrocytes
X1772075310_C12	astrocytes
X1772089188_G05	astrocytes
X1772096096_B05	astrocytes
X1772096099_A09	astrocytes
X1772096138_A04	astrocytes
X1772096165_D05	astrocytes
X1772096168_G05	astrocytes
X1772096172_C10	astrocytes
X1772096173_B03	astrocytes
X1772078019_C10	astrocytes
X1772089195_F10	astrocytes
X1772096096_G06	astrocytes
X1772096135_C06	astrocytes
X1772096162_E01	astrocytes
X1772096173_B10	astrocytes
X1772078029_D10	astrocytes
X1772078019_A09	astrocytes
X1772078019_F11	astrocytes
X1772078019_B12	astrocytes
X1772092013_G11	astrocytes
X1772096158_B12	astrocytes
X1772096161_C06	astrocytes
X1772096100_A02	astrocytes
X1772096141_E08	astrocytes
X1772096162_G05	astrocytes
X1772096128_B11	astrocytes
X1772075304_C06	ependymal
X1772092005_E02	ependymal
X1772089186_B11	ependymal
X1772092004_D04	ependymal
X1772084021_B06	ependymal
X1772096127_B12	ependymal
X1772058147_B02	ependymal
X1772084014_H07	ependymal
X1772075305_E08	ependymal
X1772084017_B04	ependymal
X1772075305_A06	ependymal
X1772078030_C05	ependymal
X1772075304_A12	ependymal
X1772078031_E10	ependymal
X1772058147_C02	ependymal
X1772078014_H12	ependymal
X1772078030_E10	ependymal
X1772092013_D10	ependymal
X1772096126_D10	ependymal
X1772096128_G04	ependymal
X1772096132_B12	ependymal
X1772078031_B06	ependymal
X1772096161_B11	ependymal
X1772096165_B03	ependymal
X1772096131_C10	ependymal
X1772096128_D04	ependymal
X1772075309_F10	ependymal
X1772078019_H01	ependymal
X1772092010_C11	ependymal
X1772058147_H09	ependymal
X1772075319_E01	ependymal
X1772078029_A03	ependymal
X1772078031_C07	ependymal
X1772089195_D07	ependymal
X1772089196_A11	ependymal
X1772089186_H03	ependymal
X1772089186_G05	ependymal
X1772089187_E04	ependymal
X1772092004_B04	ependymal
X1772096158_E09	ependymal
X1772096131_C11	ependymal
X1772084021_B01	ependymal
X1772075319_D11	ependymal
X1772089190_C06	ependymal
X1772096131_F04	ependymal
X1772089194_B11	ependymal
X1772092010_G04	ependymal
X1772092005_H12	ependymal
X1772078017_F04	ependymal
X1772096126_C07	ependymal
X1772078028_B09	ependymal
X1772078013_B05	ependymal
X1772092004_E01	ependymal
X1772078016_C11	ependymal
X1772096172_E09	ependymal
X1772089186_D11	ependymal
X1772078029_E04	ependymal
X1772058147_F03	ependymal
X1772096135_D10	ependymal
X1772078018_B04	ependymal
X1772092008_G05	ependymal
X1772092011_G09	ependymal
X1772096168_H10	ependymal
X1772096127_E12	ependymal
X1772058147_B05	ependymal
X1772058147_H02	ependymal
X1772058147_E03	ependymal
X1772075317_E02	ependymal
X1772075305_E02	ependymal
X1772078031_C03	ependymal
X1772089187_B04	ependymal
X1772092004_B03	ependymal
X1772092004_C04	ependymal
X1772096126_B03	ependymal
X1772096139_B12	ependymal
X1772096141_H12	ependymal
X1772096128_D09	ependymal
X1772058147_D05	ependymal
X1772058147_D07	ependymal
X1772075309_H04	ependymal
X1772078030_A05	ependymal
X1772078031_A10	ependymal
X1772078013_G06	ependymal
X1772078018_D12	ependymal
X1772078019_B03	ependymal
X1772078019_F09	ependymal
X1772092012_H12	ependymal
X1772092009_A02	ependymal
X1772092009_G07	ependymal
X1772089186_B03	ependymal
X1772092004_F02	ependymal
X1772096126_A01	ependymal
X1772096126_B06	ependymal
X1772096127_F05	ependymal
X1772096127_G05	ependymal
X1772096131_C12	ependymal
X1772092008_B02	ependymal
X1772058147_B01	ependymal
X1772092004_F09	ependymal
X1772058147_H03	ependymal
X1772096158_B05	ependymal
X1772075304_H04	ependymal
X1772089196_E10	ependymal
X1772075309_D12	ependymal
X1772089194_F04	ependymal
X1772075305_B11	ependymal
X1772058147_E01	ependymal
X1772075319_D05	ependymal
X1772075309_G01	ependymal
X1772078030_B11	ependymal
X1772078017_D01	ependymal
X1772092008_D06	ependymal
X1772089186_A10	ependymal
X1772096127_B01	ependymal
X1772096158_C03	ependymal
X1772096131_C06	ependymal
X1772078014_G08	ependymal
X1772092004_B07	ependymal
X1772096127_E06	ependymal
X1772075310_E04	ependymal
X1772078022_A07	ependymal
X1772092010_G05	ependymal
X1772092011_A01	ependymal
X1772096131_F01	ependymal
X1772058147_B03	ependymal
X1772058147_F05	ependymal
X1772058147_A08	ependymal
X1772058147_F08	ependymal
X1772058147_C10	ependymal
X1772058147_D10	ependymal
X1772058147_G10	ependymal
X1772058147_G12	ependymal
X1772075319_C01	ependymal
X1772075319_D02	ependymal
X1772075319_B03	ependymal
X1772075319_F07	ependymal
X1772075304_D05	ependymal
X1772075304_A11	ependymal
X1772075309_C12	ependymal
X1772075310_F06	ependymal
X1772078030_F05	ependymal
X1772078031_D05	ependymal
X1772078013_H04	ependymal
X1772078014_B01	ependymal
X1772078014_A12	ependymal
X1772078019_F04	ependymal
X1772078019_A12	ependymal
X1772092009_B01	ependymal
X1772092009_E02	ependymal
X1772092009_C05	ependymal
X1772092009_A12	ependymal
X1772092010_A05	ependymal
X1772092010_A08	ependymal
X1772092011_F03	ependymal
X1772092011_G04	ependymal
X1772092011_C05	ependymal
X1772092011_C06	ependymal
X1772092011_C12	ependymal
X1772089194_D03	ependymal
X1772089194_A04	ependymal
X1772089194_E07	ependymal
X1772089194_D08	ependymal
X1772089194_C09	ependymal
X1772089194_F11	ependymal
X1772089195_F02	ependymal
X1772089195_A12	ependymal
X1772089196_A01	ependymal
X1772089196_B02	ependymal
X1772089196_C02	ependymal
X1772089196_D03	ependymal
X1772089196_D06	ependymal
X1772089196_F06	ependymal
X1772089188_F07	ependymal
X1772089186_B10	ependymal
X1772089187_G11	ependymal
X1772092004_D02	ependymal
X1772092004_G04	ependymal
X1772092004_G10	ependymal
X1772092004_E12	ependymal
X1772092005_F04	ependymal
X1772096126_C01	ependymal
X1772096126_H01	ependymal
X1772096126_A05	ependymal
X1772096126_D05	ependymal
X1772096126_C06	ependymal
X1772096126_A08	ependymal
X1772096126_C10	ependymal
X1772096126_G10	ependymal
X1772096126_G12	ependymal
X1772096127_E05	ependymal
X1772096127_H05	ependymal
X1772096127_H11	ependymal
X1772096158_B04	ependymal
X1772096158_F07	ependymal
X1772096161_C03	ependymal
X1772096161_C08	ependymal
X1772096099_G10	ependymal
X1772096103_E04	ependymal
X1772096103_A09	ependymal
X1772096103_E11	ependymal
X1772096132_C01	ependymal
X1772096132_F10	ependymal
X1772096132_E12	ependymal
X1772096133_E01	ependymal
X1772096133_G10	ependymal
X1772096134_B06	ependymal
X1772096134_F06	ependymal
X1772096134_D07	ependymal
X1772096134_G10	ependymal
X1772096139_A08	ependymal
X1772096141_F05	ependymal
X1772096165_H08	ependymal
X1772096168_G06	ependymal
X1772096171_B01	ependymal
X1772096171_B11	ependymal
X1772096172_C08	ependymal
X1772096172_H08	ependymal
X1772096172_A10	ependymal
X1772096172_B11	ependymal
X1772096172_F11	ependymal
X1772096173_F11	ependymal
X1772096173_E12	ependymal
X1772096128_H02	ependymal
X1772096128_C06	ependymal
X1772096128_C10	ependymal
X1772096128_E12	ependymal
X1772096131_A01	ependymal
X1772096131_H01	ependymal
X1772096131_C03	ependymal
X1772096131_F03	ependymal
X1772096131_H10	ependymal
X1772096131_G12	ependymal
X1772096145_G09	ependymal
X1772096145_A10	ependymal
X1772096145_A11	ependymal
X1772096175_D04	ependymal
X1772084020_G03	ependymal
X1772084017_A03	ependymal
X1772084017_B03	ependymal
X1772084017_E12	ependymal
X1772084017_F12	ependymal
X1772084021_F11	ependymal
X1772058147_F01	ependymal
X1772058147_G02	ependymal
X1772058147_E04	ependymal
X1772058147_F04	ependymal
X1772058147_G04	ependymal
X1772058147_H04	ependymal
X1772058147_G05	ependymal
X1772058147_B06	ependymal
X1772058147_A09	ependymal
X1772058147_F09	ependymal
X1772058147_B10	ependymal
X1772058147_H10	ependymal
X1772058147_C11	ependymal
X1772058147_F12	ependymal
X1772075304_G02	ependymal
X1772075305_G01	ependymal
X1772075305_E12	ependymal
X1772075309_F02	ependymal
X1772075309_G10	ependymal
X1772078028_G04	ependymal
X1772078029_F12	ependymal
X1772078031_G10	ependymal
X1772078013_H11	ependymal
X1772078017_B12	ependymal
X1772078018_E04	ependymal
X1772078019_D01	ependymal
X1772078019_G05	ependymal
X1772078019_G11	ependymal
X1772078019_D12	ependymal
X1772092012_G04	ependymal
X1772092009_E06	ependymal
X1772092010_A01	ependymal
X1772092010_H03	ependymal
X1772092010_D04	ependymal
X1772092010_D05	ependymal
X1772092010_F06	ependymal
X1772092011_B05	ependymal
X1772092011_D05	ependymal
X1772089196_F01	ependymal
X1772089196_G02	ependymal
X1772089186_C08	ependymal
X1772089187_F04	ependymal
X1772089187_D05	ependymal
X1772089187_E05	ependymal
X1772089187_C09	ependymal
X1772089187_D10	ependymal
X1772089187_A12	ependymal
X1772096127_B09	ependymal
X1772096127_F12	ependymal
X1772096158_G06	ependymal
X1772096158_E10	ependymal
X1772096161_C10	ependymal
X1772096096_D07	ependymal
X1772096097_B02	ependymal
X1772096100_F02	ependymal
X1772096133_H06	ependymal
X1772096133_A10	ependymal
X1772096134_A07	ependymal
X1772096172_D07	ependymal
X1772096173_G05	ependymal
X1772096131_B11	ependymal
X1772096145_D09	ependymal
X1772084017_C02	ependymal
X1772084017_A07	ependymal
X1772084021_E03	ependymal
X1772092008_A10	ependymal
X1772078018_G01	ependymal
X1772075319_D03	ependymal
X1772058147_E11	ependymal
X1772058147_D06	ependymal
X1772096131_D06	ependymal
X1772058147_E06	ependymal
X1772058147_D03	ependymal
X1772058147_F06	ependymal
X1772078031_H07	ependymal
X1772092008_H11	ependymal
X1772089186_F12	ependymal
X1772096134_B12	ependymal
X1772078023_B09	ependymal
X1772084017_C07	ependymal
X1772058147_F11	ependymal
X1772096131_G04	ependymal
X1772078019_B07	ependymal
X1772078019_E06	ependymal
X1772075305_A09	ependymal
X1772075309_H06	ependymal
X1772078029_G12	ependymal
X1772058147_B07	ependymal
X1772096172_B12	ependymal
X1772075319_G10	ependymal
X1772092004_F05	ependymal
X1772075305_H06	ependymal
X1772092004_C02	ependymal
X1772078031_H11	ependymal
X1772078017_A02	ependymal
X1772089186_D07	ependymal
X1772092008_A05	ependymal
X1772075305_C02	ependymal
X1772078019_E01	ependymal
X1772078019_E02	ependymal
X1772089186_D12	ependymal
X1772092013_G12	ependymal
X1772092012_B02	ependymal
X1772092008_C07	ependymal
X1772092013_A10	ependymal
X1772075304_H08	ependymal
X1772089186_D02	ependymal
X1772078031_D10	ependymal
X1772089186_C09	ependymal
X1772078031_D06	ependymal
X1772078031_C11	ependymal
X1772078031_E02	ependymal
X1772078031_H08	ependymal
X1772078031_B04	ependymal
X1772096096_B03	microglia
X1772075309_F04	microglia
X1772096101_C10	microglia
X1772092012_G12	microglia
X1772092009_A01	microglia
X1772092012_E11	microglia
X1772092008_F10	microglia
X1772092008_F05	microglia
X1772075304_G10	microglia
X1772089190_B08	microglia
X1772078031_E05	microglia
X1772075304_A02	microglia
X1772089186_G10	microglia
X1772075319_E09	microglia
X1772084017_G12	microglia
X1772096099_A01	microglia
X1772096131_B07	microglia
X1772078019_G10	microglia
X1772078013_D03	microglia
X1772078031_F06	microglia
X1772078018_B02	microglia
X1772096101_A12	microglia
X1772078031_F01	microglia
X1772078013_B09	microglia
X1772078018_C03	microglia
X1772089190_A08	microglia
X1772058147_G07	microglia
X1772078028_H12	microglia
X1772096099_D11	microglia
X1772096172_C03	microglia
X1772092005_E01	microglia
X1772096097_F12	microglia
X1772096097_G12	microglia
X1772084014_C11	microglia
X1772096173_B12	microglia
X1772096100_F11	microglia
X1772096100_C02	microglia
X1772092005_F06	microglia
X1772078017_A10	microglia
X1772096144_G11	microglia
X1772078013_H05	microglia
X1772078014_F01	microglia
X1772078023_E04	microglia
X1772092004_E09	microglia
X1772078019_C11	microglia
X1772089186_G06	microglia
X1772078016_C10	microglia
X1772058147_C01	microglia
X1772078014_G01	vsm
X1772096145_A12	vsm
X1772078030_B12	vsm
X1772084014_E02	vsm
X1772096135_G04	vsm
X1772096133_B02	vsm
X1772096134_E07	vsm
X1772075305_C11	vsm
X1772092012_E05	vsm
X1772078018_E03	vsm
X1772096103_B12	vsm
X1772078029_C08	vsm
X1772078014_A01	vsm
X1772092013_E11	vsm
X1772096100_D05	vsm
X1772096136_G05	vsm
X1772096165_H11	vsm
X1772089196_C04	vsm
X1772078013_E02	vsm
X1772089187_F10	vsm
X1772078016_D05	vsm
X1772096100_E04	vsm
X1772092010_G01	vsm
X1772078018_F05	vsm
X1772096135_B09	vsm
X1772096172_G01	vsm
X1772092008_D10	vsm
X1772078022_D08	vsm
X1772096134_H06	vsm
X1772078018_C06	vsm
X1772078017_A09	vsm
X1772096133_C05	vsm
X1772096145_A05	vsm
X1772078013_B01	vsm
X1772096168_G08	vsm
X1772078016_H11	vsm
X1772078013_F03	vsm
X1772096168_B08	vsm
X1772078014_D06	vsm
X1772096099_D12	vsm
X1772078013_D11	vsm
X1772078013_E11	vsm
X1772092013_A08	vsm
X1772078031_B12	vsm
X1772078013_F08	vsm
X1772092008_A01	vsm
X1772078014_E11	vsm
X1772096134_H01	vsm
X1772058147_E09	vsm
X1772092012_E04	vsm
X1772096172_B02	vsm
X1772092010_C06	vsm
X1772096135_E06	vsm
X1772092012_B10	vsm
X1772092005_F10	vsm
X1772096099_C06	vsm
X1772096145_H12	vsm
X1772096168_D07	vsm
X1772078016_E12	vsm
X1772096135_E07	vsm
X1772096173_E05	vsm
X1772092008_D11	vsm
X1772096097_E12	vsm
X1772096100_G12	vsm
X1772096103_G09	vsm
X1772096136_G10	vsm
X1772096136_A12	vsm
X1772096165_E11	vsm
X1772096172_E06	vsm
X1772096131_B04	vsm
X1772058147_A01	vsm
X1772058147_H01	endothelial
X1772058147_G11	endothelial
X1772075317_B01	endothelial
X1772075317_D06	endothelial
X1772075317_A10	endothelial
X1772075317_F12	endothelial
X1772075317_G12	endothelial
X1772075305_H04	endothelial
X1772075310_B10	endothelial
X1772075310_D12	endothelial
X1772078028_H05	endothelial
X1772078028_D08	endothelial
X1772078014_G05	endothelial
X1772078014_A10	endothelial
X1772078014_G11	endothelial
X1772078016_F08	endothelial
X1772078017_E09	endothelial
X1772078022_B10	endothelial
X1772078023_A04	endothelial
X1772092012_F01	endothelial
X1772092012_A03	endothelial
X1772092013_H07	endothelial
X1772092013_E12	endothelial
X1772092008_G10	endothelial
X1772092010_C12	endothelial
X1772092011_A02	endothelial
X1772092011_E09	endothelial
X1772092011_F10	endothelial
X1772092011_H10	endothelial
X1772089194_H02	endothelial
X1772089195_E03	endothelial
X1772089196_F10	endothelial
X1772089196_G11	endothelial
X1772089190_B03	endothelial
X1772089190_E08	endothelial
X1772089186_H10	endothelial
X1772089187_G05	endothelial
X1772096097_C04	endothelial
X1772096097_E06	endothelial
X1772096099_H10	endothelial
X1772096099_E11	endothelial
X1772096100_E09	endothelial
X1772096101_E09	endothelial
X1772096102_B10	endothelial
X1772096103_G05	endothelial
X1772096132_A02	endothelial
X1772096132_B05	endothelial
X1772096133_D02	endothelial
X1772096133_E04	endothelial
X1772096136_E03	endothelial
X1772096136_G04	endothelial
X1772096136_A10	endothelial
X1772096138_F06	endothelial
X1772096138_E12	endothelial
X1772096140_E04	endothelial
X1772096140_A05	endothelial
X1772096140_G05	endothelial
X1772096140_A09	endothelial
X1772096140_F11	endothelial
X1772096141_H04	endothelial
X1772096141_G10	endothelial
X1772096162_E06	endothelial
X1772096162_G08	endothelial
X1772096168_G02	endothelial
X1772096168_D03	endothelial
X1772096168_A04	endothelial
X1772096168_C11	endothelial
X1772096171_B03	endothelial
X1772096171_H12	endothelial
X1772096172_H01	endothelial
X1772096131_A02	endothelial
X1772096131_H04	endothelial
X1772096131_D12	endothelial
X1772096145_F06	endothelial
X1772096145_A07	endothelial
X1772096175_C05	endothelial
X1772084014_B05	endothelial
X1772084014_D08	endothelial
X1772084017_D11	endothelial
X1772075317_E05	endothelial
X1772075317_G11	endothelial
X1772075310_F12	endothelial
X1772078019_F01	endothelial
X1772078022_C03	endothelial
X1772078023_E09	endothelial
X1772092010_B04	endothelial
X1772092010_D06	endothelial
X1772096099_C11	endothelial
X1772096099_F11	endothelial
X1772096103_B11	endothelial
X1772096136_E12	endothelial
X1772096140_C06	endothelial
X1772096144_A04	endothelial
X1772096144_F10	endothelial
X1772096162_G11	endothelial
X1772096128_C01	endothelial
X1772084021_C10	endothelial
X1772092013_B03	endothelial
X1772075310_D06	endothelial
X1772078028_F10	endothelial
X1772092009_G05	endothelial
X1772092009_H01	endothelial
X1772078023_G01	endothelial
X1772078023_G12	endothelial
X1772092010_A11	endothelial
X1772078019_A01	endothelial
X1772078013_D12	endothelial
X1772092011_G12	endothelial
X1772092013_D04	endothelial
X1772092011_F04	endothelial
X1772096140_B12	endothelial
X1772078014_F05	endothelial
X1772096102_G05	endothelial
X1772089195_D09	endothelial
X1772096134_A06	endothelial
X1772078018_F06	endothelial
X1772078013_C05	endothelial
X1772075305_C05	endothelial
X1772092005_C04	endothelial
X1772092013_F10	endothelial
X1772096139_B02	endothelial
X1772096127_E11	endothelial
X1772075305_D10	endothelial
X1772058147_E12	endothelial
X1772075319_E02	endothelial
X1772075309_H12	endothelial
X1772078028_D02	endothelial
X1772096103_B08	endothelial
X1772096138_D11	endothelial
X1772096139_A12	endothelial
X1772096140_H11	endothelial
X1772096141_B06	endothelial
X1772096131_E05	endothelial
X1772096131_H12	endothelial
X1772096145_A01	endothelial
X1772089186_C12	endothelial
X1772096172_A04	endothelial
X1772078016_E04	endothelial
X1772078030_D03	endothelial
X1772078016_E05	endothelial
X1772096139_B07	endothelial
X1772075317_E10	endothelial
X1772075317_G01	endothelial
X1772078022_C10	endothelial
X1772078031_A03	endothelial
X1772089194_D06	endothelial
X1772092013_E02	endothelial
X1772096135_A03	endothelial
X1772058147_D09	endothelial
X1772078023_H06	endothelial
X1772078014_E03	endothelial
X1772078014_B05	endothelial
X1772078014_F09	endothelial
X1772078017_D09	endothelial
X1772092012_F06	endothelial
X1772092008_B01	endothelial
X1772089186_C02	endothelial
X1772096127_B04	endothelial
X1772078018_G03	endothelial
X1772078019_A07	endothelial
X1772089190_B05	endothelial
X1772078016_D06	endothelial
X1772078019_D11	endothelial
X1772078031_H10	endothelial
X1772092013_F01	endothelial
X1772078016_B11	endothelial
X1772078013_B04	endothelial
X1772075305_A05	endothelial
X1772092008_B06	endothelial
X1772075310_E07	endothelial
X1772078023_D11	endothelial
X1772075309_A08	endothelial
X1772075310_A03	endothelial
X1772092005_A02	endothelial
X1772078030_H02	endothelial
X1772078023_A09	endothelial
X1772075305_H10	endothelial
X1772075317_A11	endothelial
X1772075317_G06	endothelial
X1772075309_B12	endothelial
X1772075309_E12	endothelial
X1772078014_F10	endothelial
X1772078030_C09	endothelial
X1772075305_F01	endothelial
X1772092009_C02	endothelial
X1772092013_E03	endothelial
X1772075310_B04	endothelial
X1772096131_C05	endothelial
X1772078022_F05	endothelial
X1772078016_A04	endothelial
X1772092012_D07	endothelial
X1772096100_A12	endothelial
X1772096096_C11	endothelial
X1772096171_G10	endothelial
X1772078017_E07	endothelial
X1772078013_C09	endothelial
X1772075309_D08	endothelial
X1772092005_D03	endothelial
X1772078016_D01	endothelial
X1772092013_D11	endothelial
X1772078017_A04	endothelial
X1772075305_D05	endothelial
X1772058147_E07	endothelial
X1772096133_B10	endothelial
X1772092013_C12	endothelial
X1772078022_A01	endothelial
X1772078017_E08	endothelial
X1772078013_H02	endothelial
X1772078018_H04	endothelial
X1772078031_B09	endothelial
X1772078022_H06	endothelial
X1772078028_H09	endothelial
X1772078022_E06	endothelial
X1772075309_F09	endothelial
X1772075304_C11	endothelial
X1772075305_G07	endothelial
X1772096128_G06	endothelial
X1772084021_G12	endothelial
X1772075317_G09	endothelial
X1772092012_H01	endothelial
X1772096144_E04	endothelial
X1772075305_G09	endothelial
X1772078016_D11	endothelial
X1772078016_A05	endothelial
X1772058147_A02	endothelial
X1772075309_A06	endothelial
X1772075305_F12	endothelial
X1772096136_F11	endothelial
X1772058147_E08	endothelial
X1772078017_C06	endothelial
X1772075317_F09	endothelial
X1772075309_B02	endothelial
X1772075309_D05	endothelial
X1772058147_D04	endothelial
X1772078022_B02	endothelial
X1772075309_D01	endothelial
X1772075310_A01	endothelial
X1772075310_A05	endothelial
X1772075317_A07	endothelial
X1772078019_C08	endothelial
X1772084020_F06	neurons
X1772078030_E07	neurons
X1772075319_A07	neurons
X1772078028_B08	neurons
X1772096126_B04	neurons
X1772075317_B09	neurons
X1772084017_B08	neurons
X1772096101_G10	neurons
X1772096162_H06	neurons
X1772084021_B08	neurons
X1772078031_F04	neurons
X1772096134_E04	neurons
X1772096139_C12	neurons
X1772096096_D05	neurons
X1772096141_D08	neurons
X1772078023_E06	neurons
X1772078030_H06	neurons
X1772078029_G08	neurons
X1772078017_H04	neurons
X1772078017_F07	neurons
X1772078028_F04	neurons
X1772078023_E11	neurons
X1772096145_B02	neurons
X1772096099_H03	neurons
X1772075317_D05	neurons
X1772075309_E03	neurons
X1772096127_F09	neurons
X1772096139_B04	neurons
X1772096144_C03	neurons
X1772096162_B12	neurons
X1772096165_D09	neurons
X1772096096_D10	neurons
X1772096127_A09	neurons
X1772096144_A02	neurons
X1772078028_E09	neurons
X1772078023_G03	neurons
X1772092010_G11	neurons
X1772092005_F09	neurons
X1772096096_D08	neurons
X1772096165_A07	neurons
X1772096128_A09	neurons
X1772084014_D04	neurons
X1772092005_H04	neurons
X1772078029_E10	neurons
X1772078018_G09	neurons
X1772092008_F02	neurons
X1772096097_A06	neurons
X1772096101_H03	neurons
X1772084020_B12	neurons
X1772084014_A04	neurons
X1772084017_C03	neurons
X1772096173_B01	neurons
X1772096168_F02	neurons
X1772058147_H11	neurons
X1772078018_A04	neurons
X1772092005_A10	neurons
X1772096101_F03	neurons
X1772096145_C05	neurons
X1772058147_G01	neurons
X1772075309_F05	neurons
X1772058147_D11	neurons
X1772096096_E06	neurons
X1772058147_H07	neurons
X1772078030_E08	neurons
X1772084021_E05	neurons
X1772096171_A11	neurons
X1772096141_D03	neurons
X1772096171_H10	neurons
X1772075319_G07	neurons
X1772058147_A07	neurons
X1772058147_C07	neurons
X1772075309_G05	neurons
X1772096132_G02	neurons
X1772084021_H12	neurons
X1772092008_A08	neurons
X1772096127_D03	neurons
X1772096128_F01	neurons
X1772092013_G09	neurons
X1772096171_E02	neurons
X1772096161_B03	neurons
X1772075309_C11	neurons
